0,1,2,3,4,5,6,7,8,9,10,11,12
0.5443419218063354,0.23670145869255066,0.7250525951385498,0.6422709226608276,0.42079994082450867,0.4690425395965576,0.6972296237945557,0.653610348701477,0.4941769242286682,0.20288005471229553,0.6753258109092712,0.655325174331665,0.5917379856109619
0.5442034602165222,0.25183191895484924,0.7325303554534912,0.6618004441261292,0.4107476770877838,0.4933472275733948,0.7236232757568359,0.6638432741165161,0.4707203805446625,0.2026374787092209,0.6798003911972046,0.6292571425437927,0.5437110066413879
0.5504798889160156,0.22202563285827637,0.7218446135520935,0.6454773545265198,0.4190470576286316,0.46895065903663635,0.7022355794906616,0.6544580459594727,0.4718601107597351,0.1979936808347702,0.672167181968689,0.64996337890625,0.5966877937316895
0.5469385981559753,0.22672687470912933,0.7224975228309631,0.6478007435798645,0.4170098602771759,0.4729812443256378,0.7049655914306641,0.6544121503829956,0.4728204905986786,0.20075474679470062,0.6754522323608398,0.6449225544929504,0.5856224894523621
0.5518179535865784,0.21999956667423248,0.721398115158081,0.6450479030609131,0.41944751143455505,0.46808168292045593,0.701910674571991,0.65463787317276,0.46986910700798035,0.1969405710697174,0.6710402965545654,0.650668740272522,0.5995323657989502
0.5481662154197693,0.22483523190021515,0.7221395373344421,0.6474806666374207,0.41737866401672363,0.4722045958042145,0.7047475576400757,0.6546362042427063,0.47099941968917847,0.19974985718727112,0.6744744181632996,0.6455644965171814,0.5881966948509216
0.5563667416572571,0.21352167427539825,0.7182050943374634,0.6431856751441956,0.4242441654205322,0.46451058983802795,0.6996437311172485,0.6563584804534912,0.4647090435028076,0.19264797866344452,0.6675856113433838,0.6563342213630676,0.6157240271568298
0.5563893914222717,0.2134680300951004,0.7181975245475769,0.6432198286056519,0.4241880178451538,0.4646492302417755,0.6997527480125427,0.6563234329223633,0.4644906222820282,0.192670539021492,0.6676134467124939,0.6561377048492432,0.6154355406761169
0.5570368766784668,0.21115249395370483,0.7166234254837036,0.6435922384262085,0.427312970161438,0.4637052118778229,0.6988136768341064,0.6569872498512268,0.4618908166885376,0.19085131585597992,0.6663163304328918,0.657967209815979,0.6214483380317688
0.5562243461608887,0.21386684477329254,0.7185800671577454,0.6432169675827026,0.42362916469573975,0.465105801820755,0.6999862790107727,0.6560394167900085,0.4647104740142822,0.19311359524726868,0.6679147481918335,0.6554563641548157,0.6136921048164368
0.5570554137229919,0.21120129525661469,0.7166630029678345,0.6436021327972412,0.42706847190856934,0.4638534486293793,0.6989979147911072,0.6569632887840271,0.4618073105812073,0.1909419447183609,0.6664011478424072,0.6577175259590149,0.6209642291069031
0.5568832755088806,0.21230347454547882,0.7173300981521606,0.6434148550033569,0.42508935928344727,0.464414119720459,0.6998401284217834,0.656751811504364,0.4628461003303528,0.19184812903404236,0.6671077013015747,0.656563401222229,0.6177016496658325
0.557076632976532,0.2111821174621582,0.7166675925254822,0.6436250805854797,0.4269653856754303,0.46397095918655396,0.6991150379180908,0.6569391489028931,0.46165701746940613,0.19097737967967987,0.6664391160011292,0.6575393080711365,0.6206769347190857
0.5571393966674805,0.21045127511024475,0.7162927389144897,0.6437826752662659,0.4283532202243805,0.46374115347862244,0.6985278725624084,0.6569690704345703,0.46087101101875305,0.19043993949890137,0.6659965515136719,0.6581521034240723,0.6225278973579407
0.5572015643119812,0.20947951078414917,0.7157666683197021,0.6439670920372009,0.4302609860897064,0.4633515477180481,0.697666585445404,0.6570080518722534,0.4599105417728424,0.18969503045082092,0.6653724908828735,0.6590343117713928,0.6250829100608826
0.5571094751358032,0.21096733212471008,0.7165679931640625,0.6436815857887268,0.42727991938591003,0.46398040652275085,0.6990247368812561,0.6569318175315857,0.46135231852531433,0.19085320830345154,0.6663442850112915,0.6575987339019775,0.6210120916366577
0.5571312308311462,0.21077054738998413,0.7164694666862488,0.6437297463417053,0.42762184143066406,0.46395084261894226,0.6989015936851501,0.6569355130195618,0.4611022472381592,0.1907196193933487,0.666237473487854,0.657712459564209,0.6214216351509094
0.5566640496253967,0.21283157169818878,0.7178220152854919,0.6433979272842407,0.4244154095649719,0.46492013335227966,0.7000817656517029,0.6564114093780518,0.46322959661483765,0.19239024817943573,0.6674795746803284,0.6558025479316711,0.6156405806541443
0.5541987419128418,0.21691344678401947,0.7205014228820801,0.6440081596374512,0.420694500207901,0.4673168361186981,0.7012276649475098,0.654900312423706,0.4668896496295929,0.195495143532753,0.6697846055030823,0.6519126296043396,0.6041911840438843
0.5525190830230713,0.21877676248550415,0.7209931015968323,0.6452926993370056,0.41942083835601807,0.46840035915374756,0.7024908661842346,0.6549606919288635,0.46731045842170715,0.19641898572444916,0.6707205772399902,0.6498662829399109,0.5996317863464355
0.5529500842094421,0.2182902991771698,0.7208646535873413,0.6449787616729736,0.4197387397289276,0.4681389331817627,0.7021888494491577,0.6549533009529114,0.4671619236469269,0.19617857038974762,0.6704865097999573,0.6503618955612183,0.6007676124572754
0.5539435148239136,0.2171759158372879,0.7205705642700195,0.6442347764968872,0.4204702377319336,0.467521995306015,0.7014672160148621,0.6549165844917297,0.46686407923698425,0.19563397765159607,0.6699375510215759,0.6515313386917114,0.603421688079834
0.5554599165916443,0.21532316505908966,0.7198069095611572,0.6432462930679321,0.42192432284355164,0.46646323800086975,0.7005143761634827,0.6550458669662476,0.46598002314567566,0.19456981122493744,0.6689239144325256,0.6534862518310547,0.6082017421722412
0.5556322336196899,0.2150476574897766,0.7196066379547119,0.6432369947433472,0.4221722483634949,0.46629220247268677,0.7004870176315308,0.6552098989486694,0.46562594175338745,0.19433628022670746,0.6687589883804321,0.6537240743637085,0.6090087890625
0.5556750297546387,0.2149793952703476,0.7195574045181274,0.643236517906189,0.4222322404384613,0.46625426411628723,0.7004852294921875,0.6552525162696838,0.46553415060043335,0.19428004324436188,0.6687192916870117,0.6537768840789795,0.6091976165771484
0.5550637245178223,0.21591125428676605,0.7201861143112183,0.6434094905853271,0.4213545620441437,0.4668346643447876,0.7006796002388,0.6548911333084106,0.46644139289855957,0.19500300288200378,0.6692958474159241,0.6528430581092834,0.6064518094062805
0.5553348064422607,0.21551980078220367,0.7199574708938599,0.6432625651359558,0.42172059416770935,0.4666305482387543,0.700563907623291,0.6549130082130432,0.4661960005760193,0.1947558969259262,0.6690573692321777,0.653253972530365,0.6075113415718079
0.5560408234596252,0.21432411670684814,0.7190659642219543,0.6432502865791321,0.4228319227695465,0.4658856689929962,0.7004223465919495,0.65561443567276,0.4647090435028076,0.19373036921024323,0.6683455109596252,0.6543089151382446,0.6110377311706543
0.5569918751716614,0.21206019818782806,0.7172122597694397,0.6435046195983887,0.42509469389915466,0.4646502435207367,0.7000566720962524,0.656739354133606,0.46223512291908264,0.1917959749698639,0.6671040654182434,0.6562451124191284,0.6174408197402954
0.5567797422409058,0.21256467700004578,0.7176358699798584,0.6434524059295654,0.4245786666870117,0.464934766292572,0.7001479864120483,0.656487226486206,0.46278542280197144,0.19222953915596008,0.6673892736434937,0.6557999849319458,0.6159826517105103
0.5563607215881348,0.21356257796287537,0.7184577584266663,0.6433436870574951,0.4235721826553345,0.46549245715141296,0.7003198862075806,0.6559883952140808,0.46386486291885376,0.19308710098266602,0.6679423451423645,0.6549275517463684,0.6131243109703064
0.5564321279525757,0.21339264512062073,0.7183204889297485,0.6433639526367188,0.42373862862586975,0.46540433168411255,0.7002959847450256,0.6560713648796082,0.463675320148468,0.19294363260269165,0.6678513884544373,0.6550662517547607,0.6135921478271484
0.556161642074585,0.21403804421424866,0.7188448905944824,0.6432913541793823,0.4230910539627075,0.46576833724975586,0.7004062533378601,0.6557460427284241,0.4643632173538208,0.19350089132785797,0.6682049632072449,0.6544978618621826,0.6117421388626099
0.5561050772666931,0.2141733020544052,0.71895432472229,0.6432764530181885,0.42295461893081665,0.4658472239971161,0.7004308104515076,0.6556769013404846,0.46450379490852356,0.19361884891986847,0.6682793498039246,0.6543751358985901,0.6113489270210266
0.5566364526748657,0.2129068225622177,0.7179272770881653,0.6434220671653748,0.42421087622642517,0.4651605188846588,0.7002320885658264,0.656304657459259,0.463123619556427,0.19253714382648468,0.6675920486450195,0.655451238155365,0.6149114370346069
